"UserId","ProductId","Rating"
"A3O0BXK3SZ6FE0","B00004U9V2",5
"A3VU2J7G0U35AU","B00004U9V2",5
"ACUGBCEADYT6D","B00004U9V2",3
"AD526SECC3I9D","B00004U9V2",5
"A158QHPIV8AHYG","B000050B6U",5
"A17V9XL4CWTQ6G","B000050B6U",5
"A1AJA5SWVOX28E","B000050B6U",3
"A1EQL66CVJ80SP","B000050B6U",4
"A1H2M09FY6B9LR","B000050B6U",1
"A1R3CO2XPML10H","B000050B6U",1
"A1SQW9H85UVYNU","B000050B6U",5
"A22CW0ZHY3NJH8","B000050B6U",2
"A27DNSEA1L04L2","B000050B6U",4
"A2K6LI89NAD2J2","B000050B6U",5
"A2RUV6V9CWZAA0","B000050B6U",3
"A2S6QCNNN8AK91","B000050B6U",5
"A2T0BXKW56SBH9","B000050B6U",5
"A339O8ZW72WHZ0","B000050B6U",5
"A33AQPJYH7UUXR","B000050B6U",3
"A3ACCVELQ149WV","B000050B6U",5
"A3CKLLCH0MDTGH","B000050B6U",5
"A3PHEK78LJRZLW","B000050B6U",4
"A3QOIDA6B2NIPO","B000050B6U",5
"A3T4OHEAHOJ700","B000050B6U",5
"A4NV7E4LLOYON","B000050B6U",5
"A4WX0FZ1MMAUH","B000050B6U",5
"A77L8C71G9XMK","B000050B6U",5
"ABAHRPQTOEP8L","B000050B6U",5
"AEEJGDRRGLBB1","B000050B6U",2
"AHP55PFHJL0H8","B000050B6U",2
"AR18PHLJDG19R","B000050B6U",4
"AWXNJ01KHLU3B","B000050B6U",5
"A1IU7S4HCK1XK0","B000050B75",5
"A281NPSIMI1C2R","B000050FET",5
"A2G1L1KWIHNQFI","B000050FET",5
"AY62MSYT6Q9JF","B000050FET",5
"A1O8JBGRANCVEO","B000052WWR",1
"A2DG0MT6A0EYXI","B000052WY7",2
"A2QE9FT13SXK92","B000052WY7",5
"AJ7NR31ZL4CBI","B000052WY7",3
"ARGDPRYFGTAVS","B000052WY7",5
"A10G2HJL0VSWET","B000052WYD",3
"A10QJVO4NWCL74","B000052WYD",5
"A12LN1UTGCPU4R","B000052WYD",5
"A17091PGI79VF6","B000052WYD",3
"A18Z7ICRLVHBBP","B000052WYD",5
"A1EDK3T6KR171Z","B000052WYD",5
"A1GNYCXWR15YF9","B000052WYD",4
"A1HEB1RHNOB4HK","B000052WYD",5
"A1PD2IY2BKCMSA","B000052WYD",2
"A1XOQU117PKOHN","B000052WYD",2
"A21TOLI6QZZN72","B000052WYD",4
"A23FLGGNVYEPQE","B000052WYD",2
"A28QU1UG32PYNV","B000052WYD",2
"A29B2TOMJOUES3","B000052WYD",5
"A29CFYFOGQIYBD","B000052WYD",1
"A2DVCR7ITSBDUR","B000052WYD",3
"A2E50C4GOXL0E1","B000052WYD",3
"A2F09EWKV3MTO2","B000052WYD",3
"A2JEGR5ASS6OE3","B000052WYD",3
"A2VQKJHIHMRDJG","B000052WYD",5
"A38BYCK64K98TI","B000052WYD",5
"A3977OZLNA8LCB","B000052WYD",5
"A3KUQ3M1O3L9DW","B000052WYD",5
"A3Q8YGI0NDH78K","B000052WYD",2
"A3QDZ7H08BLCJA","B000052WYD",3
"A4DIVP0NEQDA3","B000052WYD",5
"A5A9N3HZT14KD","B000052WYD",4
"A96FRN3LGYUX9","B000052WYD",3
"ADMPGWBF0BC9W","B000052WYD",4
"ADSCDY8LSLTCF","B000052WYD",5
"AEE64QQUQZ5XA","B000052WYD",4
"AKMEY1BSHSDG7","B000052WYD",1
"AOQZ84T71MF85","B000052WYD",5
"AQDKKTFH5XREM","B000052WYD",4
"AT67ET6XVBMLO","B000052WYD",5
"A158XRI6AASL6","B000052WYL",5
"A1A7U8OF2UR6WL","B000052WYL",4
"A1RK5GJ4M1OWAF","B000052WYL",5
"A1S1B0TWZEG4VJ","B000052WYL",5
"A281NPSIMI1C2R","B000052WYL",4
"A2CECLRFH55F8H","B000052WYL",4
"A2FN4ABZQRR9GE","B000052WYL",2
"A2KWLOBY7GABA0","B000052WYL",5
"A2U742I37JI26X","B000052WYL",5
"A319F6Y5SBU5YK","B000052WYL",5
"A3315AAN855HYG","B000052WYL",5
"A3J39RV0LQHXCP","B000052WYL",4
"A3KL7ZYG9CWY82","B000052WYL",4
"AAH8M8ULI36DE","B000052WYL",3
"AHP55PFHJL0H8","B000052WYL",5
"A1087Y8RJ4D422","B000052WYN",4
"A192XPGJO9R96F","B000052WYN",4
"A1YOAHJAQ3KNDZ","B000052WYN",3
"A240W3C2Z3WQCQ","B000052WYN",5
"A2569HQNP3JZUZ","B000052WYN",5
"A2JEGR5ASS6OE3","B000052WYN",1
"A2T006AT1GONGJ","B000052WYN",5
"A2YJ2V5H6DLM93","B000052WYN",4
"A37IRE9GZ0CZ7I","B000052WYN",1
"A39EZGVE8HIESM","B000052WYN",5
"A3BFDEBT5IV4UN","B000052WYN",5
"A3ISG188UDVVOZ","B000052WYN",2
"A3TG7B7FLB8E12","B000052WYN",5
"A3V7K5L1134ZO3","B000052WYN",5
"AK4BDCKD4ES0I","B000052WYN",3
"AN020YF8L8ITR","B000052WYN",4
"ASKKAHTFD4XRL","B000052WYN",5
"AULEC463O7J5P","B000052WYN",3
"AWGD8WG6ZFM83","B000052WYN",1
"A17BUXSHOUOP4M","B000052X9G",1
"A3HLUZYBO1S49X","B000052X9G",4
"A3VBF1J95ROAYF","B000052X9G",1
"A1HBTW5M7ZZ9PT","B000052XW5",4
"A1LNISCJBDOHXW","B000052XW5",3
"A1VR3AUXR1950S","B000052XW5",3
"A1ZHJZCNL7O908","B000052XW5",5
"A21P8RKP4HRO1W","B000052XW5",5
"A24R6HMAOZF18R","B000052XW5",5
"A30B9UTVDTUQ7Y","B000052XW5",4
"A33USONZGGII4G","B000052XW5",5
"AAEMCKW45A74Z","B000052XW5",5
"A2KTFTRTY0ONWF","B000052XYQ",3
"A2SE5EJ7B6Z8NP","B000052XYQ",5
"A37IRE9GZ0CZ7I","B000052XYQ",5
"A39ULNFL84RCKV","B000052XYQ",5
"A13QVE6RCEFJGX","B000052XZP",1
"A20ETYDYHBS65I","B000052XZP",5
"A22TV0I07S8ZYC","B000052XZP",1
"A28621TSIR5EOG","B000052XZP",5
"A2948QWE72VNMQ","B000052XZP",2
"A2B7BUH8834Y6M","B000052XZP",5
"A2DG0MT6A0EYXI","B000052XZP",4
"A2RFTPD24JTKQ3","B000052XZP",5
"A2SRVDDDOQ8QJL","B000052XZP",5
"A2T4PF3X3MC0VC","B000052XZP",4
"A33PVCHCQ2BTN0","B000052XZP",5
"A3CTOYWB73TMM0","B000052XZP",5
"A3EV788FCRKQYM","B000052XZP",5
"A3LC7UFWJ7PPG0","B000052XZP",3
"AA95FYFIP38RM","B000052XZP",4
"ADLVFFE4VBT8","B000052XZP",5
"AFRJQ3RK97DK9","B000052XZP",3
"ARF6NZ2PH6MCB","B000052XZP",4
"A1WLVR8F7C8X9Q","B000052XZX",3
"A1Y3QKMCHRT73Y","B000052XZX",4
"A2P99LRDXBF8NF","B000052XZX",4
"A2SRVDDDOQ8QJL","B000052XZX",5
"A2YS9DNDQEZ45J","B000052XZX",5
"A3VU2J7G0U35AU","B000052XZX",5
"AHNQ1JNX52P01","B000052XZX",5
"AIQU2L38AS930","B000052XZX",5
"AKUJI8ZQV6F2M","B000052XZX",5
"AS2J6F9MTSDMK","B000052XZX",4
"A2KTFTRTY0ONWF","B000052Y25",2
"A39ULNFL84RCKV","B000052Y25",5
"A112TFLXGBF6NI","B000052Y33",4
"A281NPSIMI1C2R","B000052Y33",5
"A2J6W7OS5EAXCJ","B000052Y33",5
"A309PFW8T6DMMZ","B000052Y33",5
"A36ET1TFU3F7FF","B000052Y33",5
"A1CSB9FS3SLHJO","B000052Y5F",5
"A1GCOURMTPXKWI","B000052Y5F",3
"A2Y2BV6ZG5F6PM","B000052Y5F",4
"A3BW20IBFO2EFX","B000052Y5F",4
"A1Y5ESG7LTTZWV","B000052Y6H",5
"A2CS1VKCLH69CY","B000052Y6H",5
"A1SQW9H85UVYNU","B000052Y6Z",4
"A21FO8HXJECL08","B000052Y6Z",3
"A3VLTT45T236B","B000052Y6Z",1
"A5KVTBI8FA961","B000052Y6Z",5
"ABC68JUCPTVOE","B000052Y6Z",5
"A10UHQH1YL5Q6B","B000052YE1",5
"A1FMTLMQ3GLOZ","B000052YE1",5
"A3BT8W6XK7XOD6","B000052YE1",5
"A1KSC91G9AIY2Z","B000052YJC",3
"A1LTK2FGRS2JN","B000052YJC",5
"A2D3BPW2PIP3NN","B000052YJC",5
"A3FS3FJPD3RJTD","B000052YJC",5
"A68J3YO34TUOV","B000052YJC",4
"AQSLHKT8LK3HW","B000052YJC",5
"A14OBF9F7VEOI1","B000052YJH",5
"A1JDXWQ82RVSYC","B000052YJH",5
"A291HTT117RVS9","B000052YJH",4
"A29R6Z6BX392JM","B000052YJH",5
"A2IYLMDQGBB4VG","B000052YJH",5
"A2RTUUUQFLALVN","B000052YJH",5
"A2T5TQ3G23JJ47","B000052YJH",5
"A2UFK2U9HUZ10A","B000052YJH",3
"A3AC0FFZOHAXMR","B000052YJH",5
"A3GF0NIB9U6VVH","B000052YJH",5
"A3Q7SFSS99ELLM","B000052YJH",5
"A3UKWQS8SRW6IO","B000052YJH",5
"A3VTF5HLO167VD","B000052YJH",5
"A68J3YO34TUOV","B000052YJH",4
"ABQN0RBCBC20M","B000052YJH",5
"AF0E5TGS52NRD","B000052YJH",5
"AJJQCWJ8AV6OO","B000052YJH",5
"ALQELWI67BG5X","B000052YJH",5
"A19SDJ2TSSL8HI","B000052YJM",5
"A1DBQHU8GY6VOP","B000052YJM",5
"A1I6ICEIWYF5H0","B000052YJM",4
"A1TMS2TZPGY9FY","B000052YJM",5
"A1VNFH9JQENIJ0","B000052YJM",5
"A21K28EQ023UUU","B000052YJM",4
"A26WHR1IP0A250","B000052YJM",5
"A2CHH5P055A0KL","B000052YJM",5
"A2NIUVVH46ZDTH","B000052YJM",5
"A2OYOVE5A5TJ9K","B000052YJM",5
"A2RTUUUQFLALVN","B000052YJM",5
"A2WW57XX2UVLM6","B000052YJM",4
"A2ZJF26DWW28MO","B000052YJM",5
"A34BZM6S9L7QI4","B000052YJM",4
"A39CYUXTVGQSCF","B000052YJM",5
"A3J1XDOKRNRA6M","B000052YJM",5
"A3SB0E24F7LK46","B000052YJM",5
"A3UB7SA13JT5A1","B000052YJM",2
"A3VIB7AP52HTHT","B000052YJM",5
"AAEMCKW45A74Z","B000052YJM",5
"ADBBZJ37FVOYZ","B000052YJM",2
"AE7V92R2LVEJF","B000052YJM",5
"AH0I3RHVQZ0NK","B000052YJM",1
"AIZDL9P2PJN30","B000052YJM",5
"APYKGTU0LFICH","B000052YJM",2
"A23ED1KXUQ0BO","B000052YJX",3
"A2Y4S4CNGKF21S","B000052YJX",1
"A3A1JTH4CV3WPE","B000052YJX",5
"A3E1KL2N4ZOQ8W","B000052YJX",5
"A3S73VLN1KOGEY","B000052YJX",5
"AK7CAW3N1XZV6","B000052YJX",4
"AVSBFMITPYO8D","B000052YJX",4
"AZJ8PVOKAJS5","B000052YJX",5
"A1BUXI30VSG51W","B000052YKI",5
"A1KHTR21SMTYMX","B000052YKI",5
"AS12AOZ971ZF1","B000052YKI",1
"A19MMYMZO363KM","B000052YKM",4
"A1PAGHECG401K1","B000052YKM",5
"A2L3LZCAU4AFZC","B000052YKM",5
"A2OWR5G2OAQF7C","B000052YKM",5
"A3EADWE0F3A1J6","B000052YKM",5
"ARBRWSZH1CP70","B000052YKM",5
"A1DC1O4VX6AHPP","B000052YKS",3
"A338VFRN5GUKJK","B000052YKS",2
"A3U76FMUOY4RXX","B000052YKS",5
"A64NUTE3FGYSP","B000052YL1",3
"AIIZTJHZLV158","B000052YL1",5
"AKUJI8ZQV6F2M","B000052YL1",5
"APDHKLU2Z3MDN","B000052YL1",2
"ARC8GAY34APCD","B000052YL1",5
"ASIWJTQBF7FCN","B000052YL1",5
"A3ILDMI4ETJKTR","B000052YM0",4
"AK8AN2Z9BP622","B000052YM0",5
"AXYVSHTLWBINI","B000052YM0",5
"A15SGYZZNJFZUR","B000052YM3",5
"A1ROZSS0KIE0CC","B000052YM3",1
"A1VPNNU07W851J","B000052YM3",5
"A1ZIL99LRIU4C0","B000052YM3",5
"A255S4FUADBMZ0","B000052YM3",5
"A303MV3CB9IMJA","B000052YM3",3
"A3FR4QXW7JF15E","B000052YM3",5
"A3JMSGSQJTRG9Y","B000052YM3",5
"A3O0BXK3SZ6FE0","B000052YM3",4
"A5DVX3B075B09","B000052YM3",5
"AABNY1S6FBLL","B000052YM3",4
"AE9WBQVG2O0FO","B000052YM3",5
"AMP6GGLHAHDAE","B000052YM3",2
"A132ETQPMHQ585","B000052YM4",3
"A17BKWISY8YNOY","B000052YM4",3
"A1EF37KYK7PRLV","B000052YM4",2
"A1NBK07JEBCFI","B000052YM4",5
"A1V4GGDRXP33TR","B000052YM4",5
"A1ZRD3WNHP8O3T","B000052YM4",4
"A228SRMN7RV2N","B000052YM4",5
"A24Y19IQBDHI44","B000052YM4",3
"A2EWHC4E4NJWMI","B000052YM4",5
"A2H0O8QY5WZ1ZA","B000052YM4",1
"A2VOGNBUMXSW13","B000052YM4",3
"A2WJ4LI2MAFPQW","B000052YM4",2
"A3102C5Y6A6YTI","B000052YM4",4
"A38JIIHRVTSNYV","B000052YM4",5
"A3FA78E0G3G4GQ","B000052YM4",5
"A3GRPCW9DG427Z","B000052YM4",5
"A3KQHBGTTSWTZ6","B000052YM4",3
"A3O0BXK3SZ6FE0","B000052YM4",5
"A3OWFKDYCCHA75","B000052YM4",3
"A8000GGUGQI1T","B000052YM4",2
"AHKWZ2JMW1YJP","B000052YM4",5
"AHNQ1JNX52P01","B000052YM4",5
"AMP6GGLHAHDAE","B000052YM4",5
"AMQ1H0VZYCRJU","B000052YM4",5
"AYOMAHLWRQHUG","B000052YM4",5
"A160VWZVLL6O8G","B000052YM7",4
"A16GWMW2GI8XUJ","B000052YM7",5
"A18Z7ICRLVHBBP","B000052YM7",5
"A19DZQ1GLMCD2P","B000052YM7",4
"A1BZVJF5WSQMEQ","B000052YM7",5
"A1EF37KYK7PRLV","B000052YM7",5
"A1F9Z42CFF9IAY","B000052YM7",5
"A1OK6GRKNHISTG","B000052YM7",5
"A1P99HOPB4LB9I","B000052YM7",5
"A1QFQ5M8PY65NK","B000052YM7",5
"A1RGG9WUQ8ODJQ","B000052YM7",3
"A1S1SSE7HQDZEW","B000052YM7",4
"A1Y34W3HQJQ2RH","B000052YM7",5
"A228SRMN7RV2N","B000052YM7",5
"A230CAH5O7B9FQ","B000052YM7",5
"A24Y19IQBDHI44","B000052YM7",5
"A25YUPITJYA5RK","B000052YM7",5
"A2ILV6IPPW6W7I","B000052YM7",2
"A2JP9E1H0SF392","B000052YM7",5
"A2T4RPHVVIO0BV","B000052YM7",5
"A2XOFULHWYHW95","B000052YM7",2
"A2YANT4VAX6MH3","B000052YM7",5
"A30YEJEKR5CQTZ","B000052YM7",2
"A38JIIHRVTSNYV","B000052YM7",5
"A3A582ZMCKUYBI","B000052YM7",5
"A3CGXO38ILDT0D","B000052YM7",2
"A3FA78E0G3G4GQ","B000052YM7",5
"A3FLMF8FG4VPG8","B000052YM7",4
"A3FR4QXW7JF15E","B000052YM7",5
"A3FU4UD3Q105YB","B000052YM7",5
"A3JMSGSQJTRG9Y","B000052YM7",5
"A3JO80BUDWGWD2","B000052YM7",5
"A3KQHBGTTSWTZ6","B000052YM7",3
"A3UA5MN10OBUGI","B000052YM7",3
"A481GH230UZTR","B000052YM7",3
"AB1TXTH9KT4YM","B000052YM7",3
"ACAZCBNMNZT2X","B000052YM7",5
"ACZ94JB8BFMJ9","B000052YM7",5
"AEZEE300KUU8X","B000052YM7",5
"AHZSU3EUSIGIU","B000052YM7",5
"AK7CAW3N1XZV6","B000052YM7",5
"AMP6GGLHAHDAE","B000052YM7",5
"AMUXU4POKNEGG","B000052YM7",2
"APDHKLU2Z3MDN","B000052YM7",4
"ATUXNR3WHD18N","B000052YM7",5
"AUFD1F1DZKLWX","B000052YM7",5
"AUZ8FSNOTA0DN","B000052YM7",5
"AVXC6UHG42PPW","B000052YM7",5
"AVYEYDC974DMD","B000052YM7",5
"A2BY7LRPQI9YZQ","B000052YM8",3
"A2GYJ5BYC0L278","B000052YM8",5
"A2VOGNBUMXSW13","B000052YM8",3
"A2YANT4VAX6MH3","B000052YM8",3
"A2YB5103AQ463Z","B000052YM8",5
"A3KMT39SPJ3TOP","B000052YM8",3
"A3OQNWCOITZSSH","B000052YM8",2
"A3PTZFRD34YJ2P","B000052YM8",5
"A3QODNQFK0PLCN","B000052YM8",5
"A8RP3ZW268BK2","B000052YM8",4
"AD2Z9L0R8P586","B000052YM8",1
"AD9JCXUS7GFXA","B000052YM8",3
"AUFB3GQJV10P0","B000052YM8",4
"AYY1OER56P6MD","B000052YM8",5
"A3HQKJ7S1U19P7","B000052YMG",4
"A1K6X4W9MRDI3L","B000052YMQ",5
"A1PTT4XGVX9CDH","B000052YMQ",5
"A22OWLY1J6XEH8","B000052YMQ",4
"A2GVG03NGBKCF4","B000052YMQ",5
"A2T0V99GLGXWCM","B000052YMQ",5
"A2ZOTWGLSUPUSM","B000052YMQ",1
"A3M174IC0VXOS2","B000052YMQ",4
"ACR4A8H4J7YNA","B000052YMQ",5
"AQ1F3NP2G15S5","B000052YMQ",5
"ASXPNU896V9I8","B000052YMQ",5
"A13QVE6RCEFJGX","B000052YMR",3
"A146H6A41B26QT","B000052YMR",5
"A1JUF8HCOHA6UU","B000052YMR",5
"A1L9FP9AK2KZPU","B000052YMR",5
"A1TPW86OHXTXFC","B000052YMR",4
"A1VDHQUO1K6UMK","B000052YMR",5
"A1Y7YR52YGFNJ","B000052YMR",5
"A1YP5WLIHGG136","B000052YMR",5
"A2G7B7FKP2O2PU","B000052YMR",5
"A2GVG03NGBKCF4","B000052YMR",5
"A2WQNM3SUHEUV2","B000052YMR",5
"A2XNJJ9TF70P4J","B000052YMR",5
"A2Y4S4CNGKF21S","B000052YMR",1
"A2YQ2ZI65F37N8","B000052YMR",5
"A2ZAFIWPFIQGC4","B000052YMR",5
"A33AQPJYH7UUXR","B000052YMR",5
"A35JW0Z4PQ72TG","B000052YMR",5
"A37MH7ICH80QOX","B000052YMR",4
"A3D732EQ36IHO8","B000052YMR",2
"A3EPHBMU07LZ50","B000052YMR",5
"A3JRCCZFKAF52","B000052YMR",5
"A3KMILYR935CHF","B000052YMR",5
"A3MX6DBYFRGCB5","B000052YMR",5
"A3P84TZX9X1B3X","B000052YMR",5
"A3QNV9LUNM589P","B000052YMR",5
"A52Y39SZ0HMRX","B000052YMR",5
"ABPXWVF9MC8SS","B000052YMR",5
"ACDJL2NYQL0GT","B000052YMR",5
"AD3NIRXC8UN2U","B000052YMR",4
"AFDUGXMDORZHT","B000052YMR",5
"AFE0AGQT50MBJ","B000052YMR",2
"AJJUR5FPAF2RG","B000052YMR",5
"ASSHPKQBFZPB5","B000052YMR",5
"ASXPNU896V9I8","B000052YMR",5
"AVR9OJQJN1PFN","B000052YMR",5
"AYYZH8KL2Y6D3","B000052YMR",5
"A1BHCE2409B5QF","B000052YMS",5
"A1E5NOMUNGZ1CL","B000052YMS",5
"A1PTT4XGVX9CDH","B000052YMS",1
"A22OWLY1J6XEH8","B000052YMS",5
"A2K7I7UJFU4ICU","B000052YMS",5
"AGGITMD7DL9IV","B000052YMS",5
"A1K5DUV1L52MUD","B000052YMV",4
"A1Y7TIDOJ90CCW","B000052YMX",5
"A2O1HKVS743RGQ","B000052YMX",5
"A2XNJJ9TF70P4J","B000052YMX",1
"A7T2VY28U2IDB","B000052YMX",3
"ASW8UGIJ7JZJY","B000052YMX",3
"A1IIY5JHWE8R95","B000052YN5",3
"A1RK0SXW6MU33Y","B000052YN5",4
"A1VOMYIXKOEWH7","B000052YN5",3
"A2C58G8O40YC7T","B000052YN5",3
"A2V65AA253TL5W","B000052YN5",5
"A7T2VY28U2IDB","B000052YN5",1
"AKZY31R5NGWR3","B000052YN5",5
"A1H7W2REGQ57LJ","B000052YN6",3
"A27JMU4CHS8MM0","B000052YN7",5
"ALQGOMOY1F5X9","B000052YN7",1
"A14UKINVM3AI5U","B000052YOL",4
"A1ACF7OZ5Z45HX","B000052YOL",5
"A1FG5HG32MHFE9","B000052YOL",5
"A1HBTW5M7ZZ9PT","B000052YOL",4
"A1IVA59FUP779G","B000052YOL",3
"A1R1DW5GGE3B5Q","B000052YOL",4
"A1ZONPVLYPO1MT","B000052YOL",5
"A20XD3L42TN7KG","B000052YOL",4
"A241655ABS5LY4","B000052YOL",2
"A265CA7CZPYQ65","B000052YOL",3
"A2DAI8CEW40QHG","B000052YOL",1
"A2J0C6R7VT8YYS","B000052YOL",1
"A2JX280LMJVKC8","B000052YOL",5
"A2KMRF611D55NA","B000052YOL",5
"A2KQRUKXGEIPJ8","B000052YOL",5
"A2ONKVCEKZSAE9","B000052YOL",5
"A2P8OYS9QII6CN","B000052YOL",5
"A2TVO3IAWCU0DU","B000052YOL",4
"A3300J9FGXCED4","B000052YOL",4
"A3484X2SGLA9WK","B000052YOL",5
"A39APY9S9KLG7U","B000052YOL",5
"A3FG0NCUR22PRF","B000052YOL",5
"A3L9VCA591DGDQ","B000052YOL",5
"A3SBZ2Q5J0NN3D","B000052YOL",5
"A3VU2J7G0U35AU","B000052YOL",5
"A9O3V0446E8L0","B000052YOL",5
"AAABR1XF7GJRE","B000052YOL",5
"ACZ94JB8BFMJ9","B000052YOL",5
"AJ4MN7JLDZBV1","B000052YOL",5
"AM8J1UVGVYAL4","B000052YOL",5
"AOHOB0F87W9V2","B000052YOL",5
"AWGD8WG6ZFM83","B000052YOL",5
"AWSEZKRDIS2X1","B000052YOL",5
"AYL7UJ18Q92JW","B000052YOL",4
"A112TFLXGBF6NI","B000052YOR",3
"A1FCUFVPEPCWIV","B000052YOR",5
"A1GB5P5A2Z7135","B000052YOR",5
"A1ODOGXEYECQQ8","B000052YOR",5
"A234X1MVIMPMMC","B000052YOR",5
"A2GHU8I0P3HFRW","B000052YOR",5
"A2KJQX0MK4E8GY","B000052YOR",5
"A2OWR5G2OAQF7C","B000052YOR",5
"A36BKFH4JT33N4","B000052YOR",5
"A3EK1NEPCXMGSY","B000052YOR",5
"A3ELHHYZTD4IJ5","B000052YOR",5
"A3GK9T2XC6Q32","B000052YOR",5
"A3K91X9X2ARDOK","B000052YOR",5
"A3NMT0XES7THFR","B000052YOR",5
"A3OBI9T5SQ4GFR","B000052YOR",1
"A7MJN6MN50598","B000052YOR",1
"ACYMT1PL5FO9C","B000052YOR",5
"AD9X6ZF424FK5","B000052YOR",2
"ADS99W8WMEXZ2","B000052YOR",5
"AS12AOZ971ZF1","B000052YOR",3
"AZ2NEHE8TNRUW","B000052YOR",5
"A1A5XWT0WI06YH","B000052YOX",3
"A1FERWL29ISC3W","B000052YOX",5
"A1HBTW5M7ZZ9PT","B000052YOX",5
"A1LNISCJBDOHXW","B000052YOX",5
"A21QPHCP3WQILU","B000052YOX",2
"A2C58G8O40YC7T","B000052YOX",4
"A2D3BBD9EQ7KVR","B000052YOX",5
"A2I85TDI7XF3C3","B000052YOX",5
"A2K7V3G4598QRF","B000052YOX",5
"A2SHO1S8OKKOFU","B000052YOX",5
"A324GIXX5SIYGA","B000052YOX",4
"A3315AAN855HYG","B000052YOX",5
"A38Z2QSVGNWWKX","B000052YOX",5
"A3AEWS3IAGNYP4","B000052YOX",1
"A3CTOYWB73TMM0","B000052YOX",2
"A3HWYFFO7UYEQR","B000052YOX",5
"A3VT6OZGSSDSYX","B000052YOX",4
"A4Q7XACX6N7XZ","B000052YOX",5
"A7T2VY28U2IDB","B000052YOX",1
"ALQGOMOY1F5X9","B000052YOX",5
"AS4JFDB695OJG","B000052YOX",5
"A1PHR2L45UYEP8","B000052YP4",4
"A27TQA0XCZUXZY","B000052YP4",5
"A2WM3V2HY2A5LU","B000052YP4",5
"A3F8WW993U36K","B000052YP4",5
"AWRM7YO706L4L","B000052YP4",4
"A103BJIOJSDJL1","B000052YP6",3
"A13W3I1EKG43IA","B000052YP6",5
"A16PXQTJ20GO75","B000052YP6",4
"A19KOAGQJUXL18","B000052YP6",5
"A1GTSEGAXWRSO8","B000052YP6",5
"A1LX95ESZ0HDYL","B000052YP6",5
"A1QY7VNG0HSV8O","B000052YP6",5
"A1RXRJ9DYQBX6V","B000052YP6",2
